Local time in Cape Town (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
18.02.2016 20:00,20.1,754.1,758.2,-0.5,83,Wind blowing from the south,6,9,,"90  or more, but not 100%", ,,,,26.9,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","90  or more, but not 100%",200-300,,,20,17.2,,,,,,
18.02.2016 17:00,23.2,754.6,758.8,-0.9,67,Wind blowing from the south,10,12,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,16.8,,,,,,
18.02.2016 14:00,25.9,755.5,759.6,-1,51,Wind blowing from the south-southeast,8,10,,"10%  or less, but not 0", ,,,,,Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15,,,,,,
18.02.2016 11:00,24.8,756.5,760.5,-0.4,53,Wind blowing from the north-east,2,5,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.5,,,,,,
18.02.2016 08:00,20.2,756.9,760.9,0.8,69,Wind blowing from the north,4,6,,70 – 80%., ,,,16.5,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.2,,,,,,
18.02.2016 05:00,17.2,756.1,760.2,0.3,87,Wind blowing from the west-northwest,2,2,,20–30%., ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15,,,,,,
18.02.2016 02:00,19,755.8,759.9,0.7,75,variable wind direction,1,2,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,14.4,,,,,,
17.02.2016 23:00,20.7,755.1,759.1,0.8,73,Wind blowing from the north-west,2,4,,50%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,15.7,,,,,,
17.02.2016 20:00,21,754.3,758.5,0.1,71,Wind blowing from the west-southwest,4,6,,no clouds, ,,,,32.7,,,,,,20,15.6,,,,,,
17.02.2016 17:00,27.2,754.2,758.3,-1.2,51,Wind blowing from the south-west,7,10,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25,16.1,,,,,,
17.02.2016 14:00,31.8,755.4,759.5,-1.2,36,Wind blowing from the south,6,9,,70 – 80%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",30,14.9,,,,,,
17.02.2016 11:00,29.7,756.6,760.5,-0.1,38,Wind blowing from the south,3,7,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,40,13.8,,,,,,
17.02.2016 08:00,21.3,756.7,760.8,0.6,63,Wind blowing from the west-southwest,4,8,,"10%  or less, but not 0", ,,,19.4,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,14,,,,,,
17.02.2016 05:00,20.1,756.1,760.1,-1.5,65,Wind blowing from the south-east,5,8,,no clouds, ,,,,,,,,,,30,13.3,,,,,,
17.02.2016 02:00,20.6,757.6,761.7,-0.8,64,Wind blowing from the south-east,5,6,,no clouds, ,,,,,,,,,,30,13.5,,,,,,
16.02.2016 23:00,20.8,758.4,762.4,0.2,64,Wind blowing from the east-southeast,7,9,,no clouds, ,,,,,,,,,,30,13.6,,,,,,
16.02.2016 20:00,23,758.2,762.1,-0.1,53,Wind blowing from the east-southeast,9,10,,no clouds, ,,,,29.4,,,,,,40,12.8,,,,,,
16.02.2016 17:00,28.5,758.3,762.2,-1.1,39,Wind blowing from the south-east,11,14,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,13.3,,,,,,
16.02.2016 14:00,27,759.4,763.3,-0.5,50,Wind blowing from the south-southeast,13,16,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,15.7,,,,,,
16.02.2016 11:00,25.5,759.9,763.9,0.3,48,Wind blowing from the south-east,12,15,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,13.8,,,,,,
16.02.2016 08:00,20.7,759.6,763.6,1.1,66,Wind blowing from the south-east,10,14,,20–30%., ,,,17.9,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,14.1,,,,,,
16.02.2016 05:00,18.5,758.5,762.6,-0.3,66,Wind blowing from the south-southeast,9,13,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,12,,,,,,
16.02.2016 02:00,19.3,758.8,762.9,-0.3,68,Wind blowing from the south-southeast,10,11,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,13.2,,,,,,
15.02.2016 23:00,18.9,759.1,763.2,0.6,77,Wind blowing from the south-southeast,7,9,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.8,,,,,,
15.02.2016 20:00,19.8,758.5,762.6,,70,Wind blowing from the south,6,7,,"10%  or less, but not 0", ,,,,24.1,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.1,,,,,,
15.02.2016 14:00,22,757.9,762,-0.1,53,Wind blowing from the south-west,5,6,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",1000-1500,,,20,11.9,,,,,,
15.02.2016 11:00,20.4,758,762.1,0.7,58,Wind blowing from the west-southwest,3,5,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.8,,,,,,
15.02.2016 08:00,18.3,757.3,761.3,1.1,67,Wind blowing from the north-west,3,4,,20–30%., ,,,14.8,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1500-2000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,12.1,Trace of precipitation,24,,,,
15.02.2016 05:00,16.4,756.2,760.3,0.1,70,Wind blowing from the west-northwest,2,2,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20,10.8,,,,,,
15.02.2016 02:00,18.6,756.1,760.2,-0.6,62,Wind blowing from the south-west,3,3,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1500-2000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.1,,,,,,
14.02.2016 23:00,20.1,756.7,760.7,0.8,59,Wind blowing from the south-southwest,4,5,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,11.9,,,,,,
14.02.2016 20:00,20.4,755.9,760,0.4,58,Wind blowing from the south-west,5,8,,40%., ,,,,26.1,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,11.7,,,,,,
14.02.2016 17:00,23.9,755.5,759.4,-0.3,50,Wind blowing from the west-southwest,7,8,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,12.7,,,,,,
14.02.2016 14:00,23.7,755.8,759.7,-0.3,51,Wind blowing from the west-southwest,7,13,,60%.,State of sky on the whole unchanged. ,Shower(s).,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,12.9,Trace of precipitation,6,,,,
14.02.2016 11:00,21.7,756.1,760.2,0.3,68,Wind blowing from the north-west,7,8,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.4,,,,,,
14.02.2016 08:00,19.3,755.8,759.8,0.6,77,Wind blowing from the north-west,4,9,,40%., ,,,16.6,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.2,,,,,,
14.02.2016 05:00,16.7,755.2,759.4,-0.3,85,Wind blowing from the north,3,3,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.2,,,,,,
14.02.2016 02:00,18.1,755.5,759.7,-0.4,80,Wind blowing from the north-west,3,4,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,14.5,,,,,,
13.02.2016 23:00,19.4,755.9,760,0.9,79,Wind blowing from the north-west,3,4,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.6,,,,,,
13.02.2016 20:00,22.1,755,759,0.5,66,Wind blowing from the west,4,6,,20–30%., ,,,,25.8,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.5,,,,,,
13.02.2016 17:00,24.2,754.5,758.5,-0.5,64,Wind blowing from the west-northwest,6,8,,50%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17,,,,,,
13.02.2016 14:00,23.2,755,759,0.1,66,Wind blowing from the west-northwest,7,13,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.4,,,,,,
13.02.2016 11:00,24.3,754.9,758.8,-0.4,59,Wind blowing from the west-northwest,8,12,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,15.8,,,,,,
13.02.2016 08:00,19.2,755.3,759.4,0.8,87,Wind blowing from the north-northwest,2,4,,20–30%., ,,,17.6,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,16.9,,,,,,
13.02.2016 05:00,20,754.5,758.5,-0.4,82,Wind blowing from the west-southwest,2,2,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.8,,,,,,
13.02.2016 02:00,20.8,754.9,758.9,-0.3,83,Wind blowing from the south-southwest,3,4,,20–30%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.7,,,,,,
12.02.2016 23:00,21.2,755.2,759.2,0.2,87,Wind blowing from the south,5,7,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,18.9,,,,,,
12.02.2016 20:00,22.5,755,759,1,76,Wind blowing from the south,8,11,,50%., ,,,,28.4,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20,18.1,,,,,,
12.02.2016 17:00,25.7,754,757.9,-0.3,61,Wind blowing from the south,9,12,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.7,,,,,,
12.02.2016 14:00,27.2,754.3,758.2,-0.6,48,Wind blowing from the south,8,10,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.3,,,,,,
12.02.2016 11:00,25.3,754.9,759,0,55,Wind blowing from the south,7,10,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.5,,,,,,
12.02.2016 08:00,21.2,754.9,758.9,0.8,71,Wind blowing from the south,5,7,,no clouds, ,,,19.2,,,,,,,25,15.8,,,,,,
12.02.2016 05:00,19.3,754.1,758.2,-0.5,82,Wind blowing from the south-southwest,5,6,,no clouds, ,,,,,,,,,,20,16.1,,,,,,
12.02.2016 02:00,19.8,754.6,758.7,-0.7,78,Wind blowing from the south-southwest,5,7,,no clouds, ,,,,,,,,,,20,15.9,,,,,,
11.02.2016 23:00,20.9,755.3,759.4,0.1,78,Wind blowing from the south,6,8,,no clouds, ,,,,,,,,,,20,16.9,,,,,,
11.02.2016 20:00,22.3,755.2,759.4,0.6,79,Wind blowing from the south,7,7,,20–30%., ,,,,28.9,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,18.4,,,,,,
11.02.2016 17:00,26.1,754.6,758.8,-0.5,54,Wind blowing from the south,8,11,,no clouds, ,,,,,,,,,,20,16.2,,,,,,
11.02.2016 14:00,27.9,755.1,759.1,-0.7,45,Wind blowing from the south,6,8,,no clouds, ,,,,,,,,,,20,14.9,,,,,,
11.02.2016 11:00,24.1,755.8,759.7,0,58,Wind blowing from the west,3,5,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.2,,,,,,
11.02.2016 08:00,21.1,755.8,759.9,1.2,69,Wind blowing from the north-west,2,2,,60%., ,,,16.7,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.2,,,,,,
11.02.2016 05:00,19.2,754.6,758.6,0,85,Wind blowing from the north-northwest,2,5,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,300-600,,,10,16.6,,,,,,
11.02.2016 02:00,18.3,754.6,758.6,0.6,90,Wind blowing from the north-west,3,3,,100%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.",100%.,100-200,,,6,16.7,,,,,,
10.02.2016 23:00,17.1,754,758.1,0.8,90,Wind blowing from the north-west,3,4,,no clouds, ,,,,,,,,,,20,15.5,,,,,,
10.02.2016 20:00,19.2,753.2,757.3,0.7,80,Wind blowing from the west-northwest,3,4,,no clouds, ,,,,31.1,,,,,,25,15.7,,,,,,
10.02.2016 17:00,25.5,752.5,756.4,-0.9,54,Wind blowing from the north-west,9,11,,no clouds, ,,,,,,,,,,40,15.5,,,,,,
10.02.2016 14:00,28.6,753.4,757.3,-0.4,47,Wind blowing from the north-west,8,10,,no clouds, ,,,,,,,,,,40,16.2,,,,,,
10.02.2016 11:00,27.9,753.8,757.7,0.7,48,Wind blowing from the north-west,6,9,,no clouds, ,,,,,,,,,,20,15.8,,,,,,
10.02.2016 08:00,21.8,753.1,757.1,1.2,64,Wind blowing from the north-west,4,7,,no clouds, ,,,15.6,,,,,,,20,14.7,,,,,,
10.02.2016 05:00,16.4,751.9,756,-1.2,79,Wind blowing from the east,1,2,,no clouds, ,,,,,,,,,,40,12.7,,,,,,
10.02.2016 02:00,18.1,753.1,757.1,-0.7,77,Wind blowing from the south,2,3,,no clouds, ,,,,,,,,,,40,14,,,,,,
09.02.2016 23:00,21.3,753.8,757.8,0.1,63,Wind blowing from the south,3,4,,no clouds, ,,,,,,,,,,40,14,,,,,,
09.02.2016 20:00,23.8,753.7,757.7,-0.1,57,Wind blowing from the south-southwest,4,3,,no clouds, ,,,,34.3,,,,,,40,14.8,,,,,,
09.02.2016 17:00,31.5,753.8,757.7,-1.1,38,Wind blowing from the south-southwest,5,6,,no clouds, ,,,,,,,,,,40,15.6,,,,,,
09.02.2016 14:00,33.5,754.9,758.7,-0.6,33,Wind blowing from the south,5,8,,no clouds, ,,,,,,,,,,40,15,,,,,,
09.02.2016 11:00,29.1,755.5,759.4,0.1,41,Wind blowing from the south-southwest,4,6,,no clouds, ,,,,,,,,,,30,14.6,,,,,,
09.02.2016 08:00,23.2,755.4,759.4,,60,Wind blowing from the south,5,7,,no clouds, ,,,18.3,,,,,,,20,14.9,,,,,,
09.02.2016 02:00,20.7,756.1,760.1,-0.9,66,Wind blowing from the south,3,4,,no clouds, ,,,,,,,,,,20,14.1,,,,,,
08.02.2016 23:00,21.1,757,761.1,0,69,Wind blowing from the south-southeast,3,3,,no clouds, ,,,,,,,,,,20,15.1,,,,,,
08.02.2016 20:00,26,757,761,-0.2,56,Wind blowing from the south-east,8,10,,50%., ,,,,30.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus uncinus or fibratus, or both, progressively invading the sky; they generally thicken as a whole.",30,16.5,,,,,,
08.02.2016 17:00,29.4,757.2,761.1,-1.3,47,Wind blowing from the south-southeast,10,13,,no clouds, ,,,,,,,,,,30,16.9,,,,,,
08.02.2016 14:00,29.5,758.5,762.4,-0.3,44,Wind blowing from the south,7,9,,no clouds, ,,,,,,,,,,30,16,,,,,,
08.02.2016 11:00,28.5,758.8,762.8,0.1,46,Wind blowing from the south-southwest,6,8,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,15.6,,,,,,
08.02.2016 08:00,22.1,758.7,762.7,1.4,64,Wind blowing from the south-southwest,4,6,,"10%  or less, but not 0", ,,,16.3,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15,,,,,,
08.02.2016 05:00,19.8,757.3,761.4,-0.4,70,Wind blowing from the south-southwest,4,4,,no clouds, ,,,,,,,,,,20,14.2,,,,,,
08.02.2016 02:00,20.2,757.7,761.8,-0.7,71,Wind blowing from the south-southeast,5,7,,no clouds, ,,,,,,,,,,20,14.8,,,,,,
07.02.2016 23:00,21.7,758.4,762.4,-0.1,68,Wind blowing from the south-east,9,10,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.6,,,,,,
07.02.2016 20:00,21.7,758.5,762.6,-0.2,70,Wind blowing from the south-southeast,11,13,,"10%  or less, but not 0", ,,,,25.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,15.9,,,,,,
07.02.2016 17:00,23.3,758.7,762.7,-0.8,60,Wind blowing from the south-southeast,14,16,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",40,15.2,,,,,,
07.02.2016 14:00,24.5,759.5,763.6,-0.7,57,Wind blowing from the south-southeast,13,17,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,15.4,,,,,,
07.02.2016 11:00,24.1,760.2,764.3,0.1,59,Wind blowing from the south-southeast,12,15,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25,15.6,,,,,,
07.02.2016 08:00,20.8,760.1,764.2,1.1,73,Wind blowing from the south-southeast,10,14,,70 – 80%., ,,,18.9,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,15.8,,,,,,
07.02.2016 05:00,19.4,759,763,-0.5,84,Wind blowing from the south,11,16,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.6,,,,,,
07.02.2016 02:00,20.2,759.5,763.6,,85,Wind blowing from the south,9,12,,60%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30,17.5,,,,,,
06.02.2016 20:00,22,758.3,762.4,1.4,70,Wind blowing from the south,7,9,,"10%  or less, but not 0", ,,,,28.7,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,16.3,,,,,,
06.02.2016 17:00,25.7,756.9,761,0.8,59,Wind blowing from the south,8,11,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20,17.1,,,,,,
06.02.2016 14:00,27.7,756.1,760.2,0.9,55,Wind blowing from the north-northwest,2,4,,"10%  or less, but not 0","Visibility reduced by smoke, e.g. veldt or forest fires, industrial smoke or volcanic ashes. ",Cloud covering 1/2 or less of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",15,17.9,,,,,,
06.02.2016 11:00,24.4,755.2,759.1,2,70,Wind blowing from the north-west,8,10,,"10%  or less, but not 0", ,,,,,"Stratus nebulosus or Stratus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",71,18.5,,,,,,
06.02.2016 08:00,21.9,753.2,757.2,1.4,69,Wind blowing from the north-northwest,5,7,,no clouds, ,,,18.3,,,,,,,30,16,,,,,,
06.02.2016 05:00,20.7,751.8,755.8,-0.9,66,Wind blowing from the north-west,4,5,,no clouds, ,,,,,,,,,,40,14,,,,,,
06.02.2016 02:00,20,752.7,756.7,-1,70,variable wind direction,1,2,,no clouds, ,,,,,,,,,,40,14.3,,,,,,
05.02.2016 23:00,20.7,753.7,757.7,-0.2,69,variable wind direction,1,2,,no clouds, ,,,,,,,,,,40,14.7,,,,,,
05.02.2016 20:00,23.9,753.9,757.9,0.5,59,Wind blowing from the south-west,3,4,,no clouds, ,,,,33.1,,,,,,25,15.5,,,,,,
05.02.2016 17:00,31.6,753.4,757.3,-0.9,33,Wind blowing from the south,5,6,,no clouds, ,,,,,,,,,,40,13.3,,,,,,
05.02.2016 14:00,31.7,754.3,758.2,-0.9,35,Wind blowing from the south,6,7,,no clouds, ,,,,,,,,,,40,14.2,,,,,,
05.02.2016 11:00,29.5,755.2,759.1,-0.3,38,Wind blowing from the south-southwest,4,8,,no clouds, ,,,,,,,,,,30,13.7,,,,,,
05.02.2016 08:00,21.2,755.5,759.6,0.3,62,Wind blowing from the west-southwest,2,4,,no clouds, ,,,18.4,,,,,,,40,13.6,,,,,,
05.02.2016 05:00,19.1,755.2,759.3,-0.9,67,Wind blowing from the south-west,3,4,,no clouds, ,,,,,,,,,,20,12.8,,,,,,
05.02.2016 02:00,19.9,756.1,760.2,-1,67,Wind blowing from the west-southwest,3,2,,no clouds, ,,,,,,,,,,20,13.5,,,,,,
04.02.2016 23:00,22.2,757.1,761.2,0.4,58,Wind blowing from the south,4,7,,no clouds, ,,,,,,,,,,20,13.4,,,,,,
